lipid_class,rt_win_max,rt_win_min
DPG__Me_8_uns_diExt-AR__5_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__5_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__5_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__5_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__5_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__5_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__5_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__5_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__5_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__5_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__5_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__5_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__5_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__5_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__5_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__5_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__6_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__6_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__6_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__6_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__6_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__6_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__6_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__6_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__6_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__6_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__6_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__6_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__6_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__6_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__6_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__6_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__7_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__7_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__7_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__7_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__7_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__7_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__7_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__7_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__7_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__7_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__7_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__7_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__8_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__8_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__8_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__8_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__8_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__8_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__8_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__8_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__8_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__8_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__8_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__8_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__AR,25,10
G_DPG__Me_8_uns_diExt-AR__AR,25,10
PGPGP__Me_8_uns_diExt-AR__AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__AR,25,10
DPG__Me_8_uns_diExt-AR__diOH-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_1_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_1_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_1_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_1_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_1_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_1_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_1_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_1_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_1_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_1_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_1_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_1_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_1_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_1_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_1_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_1_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_2_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_2_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_2_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_2_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_2_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_2_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_2_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_2_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_2_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_2_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_2_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_2_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_2_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_2_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_2_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_2_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_3_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_3_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_3_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_3_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_3_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_3_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_3_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_3_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_3_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_3_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_3_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_3_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_3_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_3_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_3_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_3_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_4_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_4_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_4_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_4_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_4_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_4_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_4_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_4_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_4_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_4_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_4_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_4_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_4_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_4_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_4_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_4_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_5_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_5_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_5_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_5_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_5_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_5_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_5_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_5_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_5_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_5_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_5_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_5_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_5_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_5_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_5_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_5_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_6_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_6_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_6_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_6_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_6_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_6_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_6_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_6_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_6_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_6_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_6_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_6_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_6_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_6_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_6_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_6_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_7_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_7_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_7_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_7_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_7_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_7_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_7_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_7_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_7_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_7_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_7_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_7_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_8_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_8_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_8_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_8_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_8_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_8_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_8_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_8_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_8_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_8_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_8_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_8_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__diOH_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__diOH_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__diOH_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__diOH_short-AR,25,10
DPG__Me_8_uns_diExt-AR__Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_1_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_1_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_1_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_1_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__Me_1_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_1_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_1_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_1_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_1_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_1_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_1_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_1_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_1_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_1_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_1_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_1_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_2_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_2_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_2_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_2_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__Me_2_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_2_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_2_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_2_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_2_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_2_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_2_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_2_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_2_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_2_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_2_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_2_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_3_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_3_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_3_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_3_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__Me_3_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_3_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_3_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_3_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_3_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_3_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_3_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_3_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_3_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_3_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_3_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_3_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_4_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_4_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_4_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_4_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__Me_4_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_4_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_4_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_4_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_4_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_4_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_4_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_4_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_4_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_4_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_4_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_4_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_5_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_5_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_5_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_5_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__Me_5_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_5_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_5_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_5_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_5_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_5_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_5_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_5_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_5_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_5_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_5_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_5_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_6_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_6_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_6_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_6_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__Me_6_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_6_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_6_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_6_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_6_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_6_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_6_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_6_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_6_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_6_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_6_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_6_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_7_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_7_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_7_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_7_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__Me_7_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_7_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_7_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_7_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_7_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_7_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_7_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_7_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_8_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_8_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_8_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_8_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__Me_8_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_8_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_8_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_8_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_8_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_8_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_8_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_8_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_AR,25,10
DPG__Me_8_uns_diExt-AR__Me_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__Me_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__Me_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__Me_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__Me_short-AR,25,10
DPG__Me_8_uns_diExt-AR__OH_1_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__OH_1_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__OH_1_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__OH_1_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__OH_1_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__OH_1_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__OH_1_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__OH_1_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__OH_1_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__OH_1_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__OH_1_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__OH_1_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__OH_1_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__OH_1_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__OH_1_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__OH_1_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__OH_2_uns_AR,25,10
G_DPG__Me_8_uns_diExt-AR__OH_2_uns_AR,25,10
PGPGP__Me_8_uns_diExt-AR__OH_2_uns_AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__OH_2_uns_AR,25,10
DPG__Me_8_uns_diExt-AR__OH_2_uns_diExt-AR,25,10
G_DPG__Me_8_uns_diExt-AR__OH_2_uns_diExt-AR,25,10
PGPGP__Me_8_uns_diExt-AR__OH_2_uns_diExt-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__OH_2_uns_diExt-AR,25,10
DPG__Me_8_uns_diExt-AR__OH_2_uns_Ext-AR,25,10
G_DPG__Me_8_uns_diExt-AR__OH_2_uns_Ext-AR,25,10
PGPGP__Me_8_uns_diExt-AR__OH_2_uns_Ext-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__OH_2_uns_Ext-AR,25,10
DPG__Me_8_uns_diExt-AR__OH_2_uns_short-AR,25,10
G_DPG__Me_8_uns_diExt-AR__OH_2_uns_short-AR,25,10
PGPGP__Me_8_uns_diExt-AR__OH_2_uns_short-AR,25,10
Ser_DPG__Me_8_uns_diExt-AR__OH_2_uns_short-AR,25,10
DPG__Me_8_uns_diExt-AR__OH_3_uns_AR,25,10
